"id";"NM_MUNICIP";"mediana"
"3157500";"SANTA EFIGÊNIA DE MINAS";990
"3157609";"SANTA FÉ DE MINAS";831
"3157658";"SANTA HELENA DE MINAS";1066,8
"3157708";"SANTA JULIANA";1664,65
"3157807";"SANTA LUZIA";1306,9
"3157906";"SANTA MARGARIDA";1024,4
"3158003";"SANTA MARIA DE ITABIRA";967,6
"3158102";"SANTA MARIA DO SALTO";1107,6
"3158201";"SANTA MARIA DO SUAÇUÍ";788
"3158300";"SANTANA DA VARGEM";979,38
"3158409";"SANTANA DE CATAGUASES";1089,73
"3158508";"SANTANA DE PIRAPAMA";1034,32
"3158607";"SANTANA DO DESERTO";1037,54
"3158706";"SANTANA DO GARAMBÉU";1110,82
"3158805";"SANTANA DO JACARÉ";936,14
"3158904";"SANTANA DO MANHUAÇU";1024,4
"3158953";"SANTANA DO PARAÍSO";1255,6
"3159001";"SANTANA DO RIACHO";1133,33
"3159100";"SANTANA DOS MONTES";1003,84
"3159209";"SANTA RITA DE CALDAS";1150,72
"3159308";"SANTA RITA DE JACUTINGA";986,58
"3159357";"SANTA RITA DE MINAS";945,6
"3159407";"SANTA RITA DE IBITIPOCA";1012,49
"3159506";"SANTA RITA DO ITUETO";1014
"3159605";"SANTA RITA DO SAPUCAÍ";1272,29
"3159704";"SANTA ROSA DA SERRA";1182
"3159803";"SANTA VITÓRIA";1763,53
"3159902";"SANTO ANTÔNIO DO AMPARO";1043,95
"3160009";"SANTO ANTÔNIO DO AVENTUREIRO";1103,2
"3160108";"SANTO ANTÔNIO DO GRAMA";1025,485
"3160207";"SANTO ANTÔNIO DO ITAMBÉ";1000
"3160306";"SANTO ANTÔNIO DO JACINTO";945,6
"3160405";"SANTO ANTÔNIO DO MONTE";1150
"3160454";"SANTO ANTÔNIO DO RETIRO";1149
"3160504";"SANTO ANTÔNIO DO RIO ABAIXO";1190,84
"3160603";"SANTO HIPÓLITO";1103,2
"3160702";"SANTOS DUMONT";1064,85
"3160801";"SÃO BENTO ABADE";1136,33
"3160900";"SÃO BRÁS DO SUAÇUÍ";1182
"3160959";"SÃO DOMINGOS DAS DORES";1063,435
"3161007";"SÃO DOMINGOS DO PRATA";1050,335
"3161056";"SÃO FÉLIX DE MINAS";832
"3161106";"SÃO FRANCISCO";937,13
"3161205";"SÃO FRANCISCO DE PAULA";1120,43
"3161304";"SÃO FRANCISCO DE SALES";1182,03
"3161403";"SÃO FRANCISCO DO GLÓRIA";1105,46
"3161502";"SÃO GERALDO";1182
"3161601";"SÃO GERALDO DA PIEDADE";1103,2
"3161650";"SÃO GERALDO DO BAIXIO";939
"3161700";"SÃO GONÇALO DO ABAETÉ";1182
"3161809";"SÃO GONÇALO DO PARÁ";1110,635
"3161908";"SÃO GONÇALO DO RIO ABAIXO";1430,22
"3162005";"SÃO GONÇALO DO SAPUCAÍ";1093,43
"3162104";"SÃO GOTARDO";1448
"3162203";"SÃO JOÃO BATISTA DO GLÓRIA";1174,11
"3162252";"SÃO JOÃO DA LAGOA";945,6
"3162302";"SÃO JOÃO DA MATA";1093,72
"3162401";"SÃO JOÃO DA PONTE";1074,74
"3162450";"SÃO JOÃO DAS MISSÕES";1039,5
"3162500";"SÃO JOÃO DEL REI";1152,39
"3162559";"SÃO JOÃO DO MANHUAÇU";969,24
"3162575";"SÃO JOÃO DO MANTENINHA";963,01
"3162609";"SÃO JOÃO DO ORIENTE";1120
"3162658";"SÃO JOÃO DO PACUÍ";945,6
"3162708";"SÃO JOÃO DO PARAÍSO";857,84
"3162807";"SÃO JOÃO EVANGELISTA";945,6
"3162906";"SÃO JOÃO NEPOMUCENO";974,4
"3162922";"SÃO JOAQUIM DE BICAS";1363,55
"3162948";"SÃO JOSÉ DA BARRA";1377,135
"3162955";"SÃO JOSÉ DA LAPA";1405,25
"3163003";"SÃO JOSÉ DA SAFIRA";1024,4
"3163102";"SÃO JOSÉ DA VARGINHA";1169,8
"3163201";"SÃO JOSÉ DO ALEGRE";1200
"3163300";"SÃO JOSÉ DO DIVINO";1116,33
"3163409";"SÃO JOSÉ DO GOIABAL";1017,98
"3163508";"SÃO JOSÉ DO JACURI";1018,2
"3163607";"SÃO JOSÉ DO MANTIMENTO";985
"3163706";"SÃO LOURENÇO";1105,46
"3163805";"SÃO MIGUEL DO ANTA";955,45
"3163904";"SÃO PEDRO DA UNIÃO";1076,94
"3164001";"SÃO PEDRO DOS FERROS";952,81
"3164100";"SÃO PEDRO DO SUAÇUÍ";1063,8
"3164209";"SÃO ROMÃO";1200
"3164308";"SÃO ROQUE DE MINAS";1182
"3164407";"SÃO SEBASTIÃO DA BELA VISTA";1103,08
"3164431";"SÃO SEBASTIÃO DA VARGEM ALEGRE";1093,72
"3164472";"SÃO SEBASTIÃO DO ANTA";1063,8
"3164506";"SÃO SEBASTIÃO DO MARANHÃO";875,84
"3164605";"SÃO SEBASTIÃO DO OESTE";1392,41
"3164704";"SÃO SEBASTIÃO DO PARAÍSO";1155,6
"3164803";"SÃO SEBASTIÃO DO RIO PRETO";1031,215
"3164902";"SÃO SEBASTIÃO DO RIO VERDE";1142
"3165008";"SÃO TIAGO";912,325
"3165107";"SÃO TOMÁS DE AQUINO";1159,7
"3165206";"SÃO THOMÉ DAS LETRAS";1230
"3165305";"SÃO VICENTE DE MINAS";1014
"3165404";"SAPUCAÍ-MIRIM";1070,155
"3165503";"SARDOÁ";933
"3165537";"SARZEDO";1548,14
"3165552";"SETUBINHA";866,8
"3165560";"SEM-PEIXE";1047,51
"3165578";"SENADOR AMARAL";1064,7
"3165602";"SENADOR CORTES";856
"3165701";"SENADOR FIRMINO";936
"3165800";"SENADOR JOSÉ BENTO";1080,705
"3165909";"SENADOR MODESTINO GONÇALVES";978,425
"3166006";"SENHORA DE OLIVEIRA";981,13
"3166105";"SENHORA DO PORTO";1003,83
"3166204";"SENHORA DOS REMÉDIOS";935,07
"3166303";"SERICITA";866,8
"3166402";"SERITINGA";1151,38
"3166501";"SERRA AZUL DE MINAS";957,675
"3166600";"SERRA DA SAUDADE";870
"3166709";"SERRA DOS AIMORÉS";1182
"3166808";"SERRA DO SALITRE";1364,88
"3166907";"SERRANIA";1017,79
"3166956";"SERRANÓPOLIS DE MINAS";1048,28
"3167004";"SERRANOS";1191,72
"3167103";"SERRO";945,6
"3167202";"SETE LAGOAS";1260,8
"3167301";"SILVEIRÂNIA";1182
"3167400";"SILVIANÓPOLIS";1178,77
"3167509";"SIMÃO PEREIRA";1182
"3167608";"SIMONÉSIA";1014
"3167707";"SOBRÁLIA";1103,64
"3167806";"SOLEDADE DE MINAS";1080,675
"3167905";"TABULEIRO";1014
"3168002";"TAIOBEIRAS";945,6
"3168051";"TAPARUBA";906,2
"3168101";"TAPIRA";2274
"3168200";"TAPIRAÍ";1295,405
"3168309";"TAQUARAÇU DE MINAS";1206,59
"3168408";"TARUMIRIM";940
"3168507";"TEIXEIRAS";980,5
"3168606";"TEÓFILO OTONI";1037,6
"3168705";"TIMÓTEO";1296,08
"3168804";"TIRADENTES";1024,4
"3168903";"TIROS";1495
"3169000";"TOCANTINS";1135,7
"3169059";"TOCOS DO MOJI";1099,81
"3169109";"TOLEDO";1011,68
"3169208";"TOMBOS";945,6
"3169307";"TRÊS CORAÇÕES";1233,82
"3169356";"TRÊS MARIAS";1225,66
"3169406";"TRÊS PONTAS";1053,76
"3169505";"TUMIRITINGA";1052,615
"3169604";"TUPACIGUARA";1330,28
"3169703";"TURMALINA";1163,73
"3169802";"TURVOLÂNDIA";1115,4
"3169901";"UBÁ";1219,06
"3170008";"UBAÍ";1076,94
"3170057";"UBAPORANGA";1024,4
"3170107";"UBERABA";1413,53
"3170206";"UBERLÂNDIA";1474,12
"3170305";"UMBURATIBA";1058,335
"3170404";"UNAÍ";1281,64
"3170438";"UNIÃO DE MINAS";1299
"3170479";"URUANA DE MINAS";1183,12
"3170503";"URUCÂNIA";1228,13
"3170529";"URUCUIA";1014
"3170578";"VARGEM ALEGRE";1105,46
"3170602";"VARGEM BONITA";1185,2
"3170651";"VARGEM GRANDE DO RIO PARDO";956,36
"3170701";"VARGINHA";1287,26
"3170750";"VARJÃO DE MINAS";1321,18
"3170800";"VÁRZEA DA PALMA";1182
"3170909";"VARZELÂNDIA";1142,275
"3171006";"VAZANTE";1395
"3171030";"VERDELÂNDIA";954,03
"3171071";"VEREDINHA";892,5
"3171105";"VERÍSSIMO";1266,09
"3171154";"VERMELHO NOVO";1290,56
"3171204";"VESPASIANO";1457,07
"3171303";"VIÇOSA";1222,415
"3171402";"VIEIRAS";1024,4
"3171501";"MATHIAS LOBATO";1400
"3171600";"VIRGEM DA LAPA";1166,67
"3171709";"VIRGÍNIA";1050,68
"3171808";"VIRGINÓPOLIS";1004,59
"3171907";"VIRGOLÂNDIA";1024,4
"3172004";"VISCONDE DO RIO BRANCO";1089,17
"3172103";"VOLTA GRANDE";915,46
"3172202";"WENCESLAU BRAZ";1100
